Id,Latitude,Longitude,Quantity,Date,Status
50.821-30.074,50.821,30.074,6,Apr-3,Under treatment
50.394-30.074,50.394,30.074,3,Apr-3,Under treatment
50.882-30.165,50.882,30.165,1,Apr-3,Under treatment
50.150-30.256,50.150,30.256,3,Apr-3,Under treatment
49.906-30.256,49.906,30.256,2,Apr-3,Under treatment
49.723-30.256,49.723,30.256,3,Apr-3,Under treatment
49.662-30.256,49.662,30.256,5,Apr-3,Under treatment
50.577-30.348,50.577,30.348,1,Apr-3,Under treatment
50.150-30.348,50.150,30.348,16,Apr-3,Under treatment
49.723-30.348,49.723,30.348,36,Apr-3,Under treatment
49.662-30.348,49.662,30.348,14,Apr-3,Under treatment
48.076-30.348,48.076,30.348,3,Apr-3,Under treatment
46.367-30.348,46.367,30.348,2,Apr-3,Under treatment
50.699-30.439,50.699,30.439,1,Apr-3,Under treatment
50.638-30.439,50.638,30.439,2,Apr-3,Under treatment
50.577-30.439,50.577,30.439,1,Apr-3,Under treatment
50.455-30.439,50.455,30.439,4,Apr-3,Under treatment
50.211-30.439,50.211,30.439,2,Apr-3,Under treatment
49.723-30.439,49.723,30.439,1,Apr-3,Under treatment
50.211-30.530,50.211,30.530,6,Apr-3,Under treatment
50.150-30.530,50.150,30.530,2,Apr-3,Under treatment
50.089-30.530,50.089,30.530,11,Apr-3,Under treatment
51.920-30.621,51.920,30.621,2,Apr-3,Under treatment
50.760-30.621,50.760,30.621,9,Apr-3,Under treatment
50.699-30.621,50.699,30.621,2,Apr-3,Under treatment
50.638-30.621,50.638,30.621,5,Apr-3,Under treatment
50.577-30.621,50.577,30.621,2,Apr-3,Under treatment
50.516-30.621,50.516,30.621,11,Apr-3,Under treatment
50.455-30.621,50.455,30.621,16,Apr-3,Under treatment
50.394-30.621,50.394,30.621,3,Apr-3,Under treatment
50.089-30.621,50.089,30.621,4,Apr-3,Under treatment
46.672-30.621,46.672,30.621,2,Apr-3,Under treatment
50.577-30.712,50.577,30.712,4,Apr-3,Under treatment
50.516-30.712,50.516,30.712,40,Apr-3,Under treatment
50.455-30.712,50.455,30.712,3,Apr-3,Under treatment
50.394-30.712,50.394,30.712,1,Apr-3,Under treatment
47.893-30.712,47.893,30.712,1,Apr-3,Under treatment
46.489-30.712,46.489,30.712,2,Apr-3,Under treatment
50.516-30.804,50.516,30.804,2,Apr-3,Under treatment
50.394-30.804,50.394,30.804,2,Apr-3,Under treatment
50.333-30.804,50.333,30.804,12,Apr-3,Under treatment
50.272-30.804,50.272,30.804,1,Apr-3,Under treatment
46.428-30.804,46.428,30.804,7,Apr-3,Under treatment
50.638-30.895,50.638,30.895,1,Apr-3,Under treatment
50.272-30.895,50.272,30.895,1,Apr-3,Under treatment
49.479-30.895,49.479,30.895,8,Apr-3,Under treatment
50.394-30.986,50.394,30.986,2,Apr-3,Under treatment
50.699-31.168,50.699,31.168,1,Apr-3,Under treatment
50.150-31.168,50.150,31.168,1,Apr-3,Under treatment
49.052-31.260,49.052,31.260,1,Apr-3,Under treatment
51.370-31.351,51.370,31.351,3,Apr-3,Under treatment
50.455-31.351,50.455,31.351,2,Apr-3,Under treatment
49.540-31.442,49.540,31.442,1,Apr-3,Under treatment
49.174-31.533,49.174,31.533,3,Apr-3,Under treatment
49.113-31.533,49.113,31.533,1,Apr-3,Under treatment
49.296-31.624,49.296,31.624,1,Apr-3,Under treatment
49.174-31.624,49.174,31.624,2,Apr-3,Under treatment
49.052-31.624,49.052,31.624,2,Apr-3,Under treatment
49.540-31.716,49.540,31.716,1,Apr-3,Under treatment
49.296-31.716,49.296,31.716,2,Apr-3,Under treatment
49.174-31.716,49.174,31.716,1,Apr-3,Under treatment
49.052-31.716,49.052,31.716,1,Apr-3,Under treatment
49.479-31.898,49.479,31.898,3,Apr-3,Under treatment
49.418-31.898,49.418,31.898,1,Apr-3,Under treatment
49.357-31.898,49.357,31.898,1,Apr-3,Under treatment
48.930-31.898,48.930,31.898,10,Apr-3,Under treatment
49.418-31.989,49.418,31.989,6,Apr-3,Under treatment
49.357-31.989,49.357,31.989,1,Apr-3,Under treatment
49.052-31.989,49.052,31.989,1,Apr-3,Under treatment
50.150-32.080,50.150,32.080,3,Apr-3,Under treatment
49.601-32.080,49.601,32.080,1,Apr-3,Under treatment
49.540-32.080,49.540,32.080,2,Apr-3,Under treatment
49.479-32.080,49.479,32.080,4,Apr-3,Under treatment
49.418-32.080,49.418,32.080,5,Apr-3,Under treatment
49.296-32.080,49.296,32.080,2,Apr-3,Under treatment
49.174-32.080,49.174,32.080,1,Apr-3,Under treatment
49.052-32.080,49.052,32.080,1,Apr-3,Under treatment
49.540-32.172,49.540,32.172,2,Apr-3,Under treatment
49.418-32.172,49.418,32.172,1,Apr-3,Under treatment
49.357-32.172,49.357,32.172,7,Apr-3,Under treatment
49.296-32.172,49.296,32.172,3,Apr-3,Under treatment
48.137-32.172,48.137,32.172,1,Apr-3,Under treatment
49.357-32.263,49.357,32.263,1,Apr-3,Under treatment
49.296-32.263,49.296,32.263,2,Apr-3,Under treatment
49.235-32.263,49.235,32.263,2,Apr-3,Under treatment
48.686-32.263,48.686,32.263,1,Apr-3,Under treatment
49.479-32.354,49.479,32.354,1,Apr-3,Under treatment
50.577-32.445,50.577,32.445,2,Apr-3,Under treatment
48.503-32.537,48.503,32.537,1,Apr-3,Under treatment
49.418-33.175,49.418,33.175,1,Apr-3,Under treatment
51.614-33.266,51.614,33.266,2,Apr-3,Under treatment
51.614-33.357,51.614,33.357,2,Apr-3,Under treatment
48.747-33.540,48.747,33.540,1,Apr-3,Under treatment
51.431-33.631,51.431,33.631,3,Apr-3,Under treatment
51.859-33.905,51.859,33.905,1,Apr-3,Under treatment
47.832-33.905,47.832,33.905,1,Apr-3,Under treatment
51.614-33.996,51.614,33.996,3,Apr-3,Under treatment
47.832-33.996,47.832,33.996,1,Apr-3,Under treatment
51.614-34.087,51.614,34.087,1,Apr-3,Under treatment
49.723-34.634,49.723,34.634,3,Apr-3,Under treatment
48.503-34.725,48.503,34.725,1,Apr-3,Under treatment
48.503-34.817,48.503,34.817,1,Apr-3,Under treatment
48.198-34.908,48.198,34.908,1,Apr-3,Under treatment
48.381-34.999,48.381,34.999,1,Apr-3,Under treatment
48.930-35.090,48.930,35.090,1,Apr-3,Under treatment
48.381-35.090,48.381,35.090,5,Apr-3,Under treatment
47.588-35.090,47.588,35.090,1,Apr-3,Under treatment
47.588-35.181,47.588,35.181,1,Apr-3,Under treatment
48.442-35.273,48.442,35.273,1,Apr-3,Under treatment
46.672-35.455,46.672,35.455,1,Apr-3,Under treatment
46.611-35.455,46.611,35.455,4,Apr-3,Under treatment
47.832-35.546,47.832,35.546,1,Apr-3,Under treatment
48.320-37.370,48.320,37.370,2,Apr-3,Under treatment
48.320-37.462,48.320,37.462,4,Apr-3,Under treatment
47.954-37.553,47.954,37.553,1,Apr-3,Under treatment
48.015-37.735,48.015,37.735,1,Apr-3,Under treatment
48.076-38.009,48.076,38.009,1,Apr-3,Under treatment
48.442-39.012,48.442,39.012,1,Apr-3,Under treatment
49.113-39.650,49.113,39.650,1,Apr-3,Under treatment
48.625-22.048,48.625,22.048,1,Apr-4,Under treatment
49.174-23.690,49.174,23.690,1,Apr-4,Under treatment
49.601-23.872,49.601,23.872,1,Apr-4,Under treatment
48.930-23.963,48.930,23.963,2,Apr-4,Under treatment
49.967-24.054,49.967,24.054,6,Apr-4,Under treatment
49.906-24.054,49.906,24.054,3,Apr-4,Under treatment
50.089-24.237,50.089,24.237,1,Apr-4,Under treatment
48.747-24.237,48.747,24.237,3,Apr-4,Under treatment
48.320-24.328,48.320,24.328,1,Apr-4,Under treatment
48.747-24.419,48.747,24.419,1,Apr-4,Under treatment
48.442-24.419,48.442,24.419,4,Apr-4,Under treatment
48.320-24.419,48.320,24.419,8,Apr-4,Under treatment
48.930-24.510,48.930,24.510,1,Apr-4,Under treatment
49.174-24.602,49.174,24.602,11,Apr-4,Under treatment
48.747-24.602,48.747,24.602,1,Apr-4,Under treatment
48.686-24.602,48.686,24.602,10,Apr-4,Under treatment
48.564-24.602,48.564,24.602,1,Apr-4,Under treatment
48.869-24.784,48.869,24.784,10,Apr-4,Under treatment
50.272-24.875,50.272,24.875,1,Apr-4,Under treatment
48.930-24.875,48.930,24.875,2,Apr-4,Under treatment
48.869-24.875,48.869,24.875,2,Apr-4,Under treatment
49.601-24.967,49.601,24.967,1,Apr-4,Under treatment
49.296-24.967,49.296,24.967,7,Apr-4,Under treatment
48.564-24.967,48.564,24.967,5,Apr-4,Under treatment
49.662-25.058,49.662,25.058,5,Apr-4,Under treatment
49.601-25.058,49.601,25.058,4,Apr-4,Under treatment
48.808-25.058,48.808,25.058,1,Apr-4,Under treatment
49.540-25.240,49.540,25.240,1,Apr-4,Under treatment
49.723-25.331,49.723,25.331,2,Apr-4,Under treatment
49.540-25.331,49.540,25.331,2,Apr-4,Under treatment
49.357-25.331,49.357,25.331,1,Apr-4,Under treatment
49.723-25.423,49.723,25.423,1,Apr-4,Under treatment
49.540-25.514,49.540,25.514,1,Apr-4,Under treatment
49.418-25.514,49.418,25.514,3,Apr-4,Under treatment
49.357-25.514,49.357,25.514,5,Apr-4,Under treatment
49.174-25.514,49.174,25.514,1,Apr-4,Under treatment
49.662-25.605,49.662,25.605,4,Apr-4,Under treatment
49.540-25.605,49.540,25.605,2,Apr-4,Under treatment
49.479-25.605,49.479,25.605,1,Apr-4,Under treatment
48.320-25.605,48.320,25.605,3,Apr-4,Under treatment
48.259-25.605,48.259,25.605,8,Apr-4,Under treatment
49.662-25.696,49.662,25.696,9,Apr-4,Under treatment
49.479-25.696,49.479,25.696,1,Apr-4,Under treatment
49.357-25.696,49.357,25.696,1,Apr-4,Under treatment
48.381-25.696,48.381,25.696,1,Apr-4,Under treatment
48.320-25.696,48.320,25.696,2,Apr-4,Under treatment
48.259-25.696,48.259,25.696,6,Apr-4,Under treatment
49.662-25.787,49.662,25.787,2,Apr-4,Under treatment
49.296-25.787,49.296,25.787,1,Apr-4,Under treatment
49.174-25.787,49.174,25.787,2,Apr-4,Under treatment
50.638-25.879,50.638,25.879,5,Apr-4,Under treatment
49.357-25.879,49.357,25.879,1,Apr-4,Under treatment
49.296-25.879,49.296,25.879,2,Apr-4,Under treatment
48.320-25.879,48.320,25.879,1,Apr-4,Under treatment
50.577-25.970,50.577,25.970,1,Apr-4,Under treatment
49.540-25.970,49.540,25.970,1,Apr-4,Under treatment
48.320-25.970,48.320,25.970,5,Apr-4,Under treatment
49.296-26.061,49.296,26.061,2,Apr-4,Under treatment
48.747-26.061,48.747,26.061,2,Apr-4,Under treatment
48.686-26.061,48.686,26.061,16,Apr-4,Under treatment
48.503-26.061,48.503,26.061,3,Apr-4,Under treatment
50.516-26.152,50.516,26.152,5,Apr-4,Under treatment
49.845-26.152,49.845,26.152,1,Apr-4,Under treatment
48.503-26.152,48.503,26.152,15,Apr-4,Under treatment
48.442-26.152,48.442,26.152,15,Apr-4,Under treatment
48.503-26.243,48.503,26.243,12,Apr-4,Under treatment
48.442-26.243,48.442,26.243,22,Apr-4,Under treatment
48.381-26.243,48.381,26.243,5,Apr-4,Under treatment
48.320-26.243,48.320,26.243,2,Apr-4,Under treatment
48.442-26.335,48.442,26.335,2,Apr-4,Under treatment
49.601-26.426,49.601,26.426,1,Apr-4,Under treatment
49.418-27.247,49.418,27.247,1,Apr-4,Under treatment
49.662-27.703,49.662,27.703,1,Apr-4,Under treatment
49.174-28.250,49.174,28.250,1,Apr-4,Under treatment
49.113-28.250,49.113,28.250,1,Apr-4,Under treatment
49.357-28.432,49.357,28.432,1,Apr-4,Under treatment
49.296-28.432,49.296,28.432,4,Apr-4,Under treatment
49.235-28.432,49.235,28.432,2,Apr-4,Under treatment
49.174-28.432,49.174,28.432,1,Apr-4,Under treatment
49.296-28.524,49.296,28.524,2,Apr-4,Under treatment
49.235-28.524,49.235,28.524,1,Apr-4,Under treatment
50.333-28.615,50.333,28.615,2,Apr-4,Under treatment
49.113-28.615,49.113,28.615,8,Apr-4,Under treatment
49.052-28.615,49.052,28.615,1,Apr-4,Under treatment
49.296-28.706,49.296,28.706,2,Apr-4,Under treatment
49.113-28.706,49.113,28.706,2,Apr-4,Under treatment
49.052-28.706,49.052,28.706,5,Apr-4,Under treatment
49.479-28.797,49.479,28.797,10,Apr-4,Under treatment
49.296-28.797,49.296,28.797,5,Apr-4,Under treatment
48.869-28.888,48.869,28.888,3,Apr-4,Under treatment
48.747-28.888,48.747,28.888,1,Apr-4,Under treatment
50.028-29.071,50.028,29.071,1,Apr-4,Under treatment
51.614-29.344,51.614,29.344,1,Apr-4,Under treatment
50.638-29.709,50.638,29.709,9,Apr-4,Under treatment
50.882-30.074,50.882,30.074,2,Apr-4,Under treatment
50.821-30.074,50.821,30.074,6,Apr-4,Under treatment
50.394-30.074,50.394,30.074,3,Apr-4,Under treatment
50.882-30.165,50.882,30.165,3,Apr-4,Under treatment
50.821-30.165,50.821,30.165,2,Apr-4,Under treatment
50.150-30.256,50.150,30.256,8,Apr-4,Under treatment
49.906-30.256,49.906,30.256,2,Apr-4,Under treatment
49.723-30.256,49.723,30.256,3,Apr-4,Under treatment
49.662-30.256,49.662,30.256,5,Apr-4,Under treatment
50.577-30.348,50.577,30.348,1,Apr-4,Under treatment
50.150-30.348,50.150,30.348,18,Apr-4,Under treatment
49.723-30.348,49.723,30.348,45,Apr-4,Under treatment
49.662-30.348,49.662,30.348,12,Apr-4,Under treatment
48.076-30.348,48.076,30.348,3,Apr-4,Under treatment
46.367-30.348,46.367,30.348,2,Apr-4,Under treatment
50.699-30.439,50.699,30.439,1,Apr-4,Under treatment
50.638-30.439,50.638,30.439,1,Apr-4,Under treatment
50.577-30.439,50.577,30.439,1,Apr-4,Under treatment
50.455-30.439,50.455,30.439,4,Apr-4,Under treatment
50.211-30.439,50.211,30.439,5,Apr-4,Under treatment
49.723-30.439,49.723,30.439,1,Apr-4,Under treatment
50.455-30.530,50.455,30.530,3,Apr-4,Under treatment
50.211-30.530,50.211,30.530,8,Apr-4,Under treatment
50.150-30.530,50.150,30.530,3,Apr-4,Under treatment
50.089-30.530,50.089,30.530,12,Apr-4,Under treatment
51.920-30.621,51.920,30.621,2,Apr-4,Under treatment
50.760-30.621,50.760,30.621,10,Apr-4,Under treatment
50.699-30.621,50.699,30.621,2,Apr-4,Under treatment
50.638-30.621,50.638,30.621,5,Apr-4,Under treatment
50.577-30.621,50.577,30.621,2,Apr-4,Under treatment
50.516-30.621,50.516,30.621,13,Apr-4,Under treatment
50.455-30.621,50.455,30.621,17,Apr-4,Under treatment
50.394-30.621,50.394,30.621,4,Apr-4,Under treatment
50.089-30.621,50.089,30.621,4,Apr-4,Under treatment
46.672-30.621,46.672,30.621,2,Apr-4,Under treatment
50.577-30.712,50.577,30.712,4,Apr-4,Under treatment
50.516-30.712,50.516,30.712,42,Apr-4,Under treatment
50.455-30.712,50.455,30.712,4,Apr-4,Under treatment
50.394-30.712,50.394,30.712,1,Apr-4,Under treatment
47.893-30.712,47.893,30.712,1,Apr-4,Under treatment
46.489-30.712,46.489,30.712,2,Apr-4,Under treatment
50.516-30.804,50.516,30.804,2,Apr-4,Under treatment
50.394-30.804,50.394,30.804,2,Apr-4,Under treatment
50.333-30.804,50.333,30.804,12,Apr-4,Under treatment
50.272-30.804,50.272,30.804,3,Apr-4,Under treatment
49.418-30.804,49.418,30.804,1,Apr-4,Under treatment
46.428-30.804,46.428,30.804,7,Apr-4,Under treatment
50.638-30.895,50.638,30.895,1,Apr-4,Under treatment
50.272-30.895,50.272,30.895,2,Apr-4,Under treatment
49.479-30.895,49.479,30.895,8,Apr-4,Under treatment
50.394-30.986,50.394,30.986,2,Apr-4,Under treatment
50.699-31.168,50.699,31.168,1,Apr-4,Under treatment
50.150-31.168,50.150,31.168,1,Apr-4,Under treatment
49.052-31.168,49.052,31.168,1,Apr-4,Under treatment
49.052-31.260,49.052,31.260,3,Apr-4,Under treatment
51.370-31.351,51.370,31.351,3,Apr-4,Under treatment
50.455-31.351,50.455,31.351,1,Apr-4,Under treatment
49.540-31.442,49.540,31.442,1,Apr-4,Under treatment
49.174-31.533,49.174,31.533,3,Apr-4,Under treatment
49.113-31.533,49.113,31.533,1,Apr-4,Under treatment
49.296-31.624,49.296,31.624,1,Apr-4,Under treatment
49.174-31.624,49.174,31.624,2,Apr-4,Under treatment
49.052-31.624,49.052,31.624,4,Apr-4,Under treatment
49.540-31.716,49.540,31.716,1,Apr-4,Under treatment
49.296-31.716,49.296,31.716,2,Apr-4,Under treatment
49.174-31.716,49.174,31.716,1,Apr-4,Under treatment
49.479-31.898,49.479,31.898,3,Apr-4,Under treatment
49.418-31.898,49.418,31.898,1,Apr-4,Under treatment
49.357-31.898,49.357,31.898,1,Apr-4,Under treatment
48.930-31.898,48.930,31.898,12,Apr-4,Under treatment
49.418-31.989,49.418,31.989,5,Apr-4,Under treatment
49.357-31.989,49.357,31.989,1,Apr-4,Under treatment
49.052-31.989,49.052,31.989,1,Apr-4,Under treatment
50.150-32.080,50.150,32.080,2,Apr-4,Under treatment
49.601-32.080,49.601,32.080,1,Apr-4,Under treatment
49.540-32.080,49.540,32.080,2,Apr-4,Under treatment
49.479-32.080,49.479,32.080,4,Apr-4,Under treatment
49.418-32.080,49.418,32.080,6,Apr-4,Under treatment
49.296-32.080,49.296,32.080,2,Apr-4,Under treatment
49.052-32.080,49.052,32.080,1,Apr-4,Under treatment
49.540-32.172,49.540,32.172,2,Apr-4,Under treatment
49.418-32.172,49.418,32.172,1,Apr-4,Under treatment
49.357-32.172,49.357,32.172,6,Apr-4,Under treatment
49.296-32.172,49.296,32.172,3,Apr-4,Under treatment
49.357-32.263,49.357,32.263,2,Apr-4,Under treatment
49.296-32.263,49.296,32.263,2,Apr-4,Under treatment
49.235-32.263,49.235,32.263,2,Apr-4,Under treatment
48.686-32.263,48.686,32.263,1,Apr-4,Under treatment
50.516-32.354,50.516,32.354,1,Apr-4,Under treatment
49.479-32.354,49.479,32.354,1,Apr-4,Under treatment
50.577-32.445,50.577,32.445,2,Apr-4,Under treatment
48.503-32.537,48.503,32.537,1,Apr-4,Under treatment
49.418-33.175,49.418,33.175,1,Apr-4,Under treatment
51.614-33.266,51.614,33.266,2,Apr-4,Under treatment
51.614-33.357,51.614,33.357,3,Apr-4,Under treatment
48.747-33.540,48.747,33.540,1,Apr-4,Under treatment
51.431-33.631,51.431,33.631,3,Apr-4,Under treatment
51.859-33.905,51.859,33.905,1,Apr-4,Under treatment
47.832-33.905,47.832,33.905,2,Apr-4,Under treatment
51.614-33.996,51.614,33.996,3,Apr-4,Under treatment
47.832-33.996,47.832,33.996,1,Apr-4,Under treatment
51.614-34.087,51.614,34.087,1,Apr-4,Under treatment
49.723-34.634,49.723,34.634,4,Apr-4,Under treatment
48.503-34.725,48.503,34.725,1,Apr-4,Under treatment
48.503-34.817,48.503,34.817,1,Apr-4,Under treatment
48.381-34.999,48.381,34.999,2,Apr-4,Under treatment
48.930-35.090,48.930,35.090,1,Apr-4,Under treatment
48.442-35.090,48.442,35.090,1,Apr-4,Under treatment
48.381-35.090,48.381,35.090,8,Apr-4,Under treatment
47.588-35.090,47.588,35.090,1,Apr-4,Under treatment
47.588-35.181,47.588,35.181,1,Apr-4,Under treatment
48.442-35.273,48.442,35.273,1,Apr-4,Under treatment
46.672-35.455,46.672,35.455,2,Apr-4,Under treatment
46.611-35.455,46.611,35.455,4,Apr-4,Under treatment
47.832-35.546,47.832,35.546,1,Apr-4,Under treatment
48.320-37.370,48.320,37.370,2,Apr-4,Under treatment
48.320-37.462,48.320,37.462,4,Apr-4,Under treatment
47.954-37.553,47.954,37.553,1,Apr-4,Under treatment
48.015-37.735,48.015,37.735,1,Apr-4,Under treatment
48.076-38.009,48.076,38.009,1,Apr-4,Under treatment
48.442-39.012,48.442,39.012,1,Apr-4,Under treatment
49.113-39.650,49.113,39.650,1,Apr-4,Under treatment
48.625-22.048,48.625,22.048,1,Apr-5,Under treatment
49.174-23.690,49.174,23.690,1,Apr-5,Under treatment
49.601-23.872,49.601,23.872,1,Apr-5,Under treatment
48.930-23.963,48.930,23.963,2,Apr-5,Under treatment
49.967-24.054,49.967,24.054,9,Apr-5,Under treatment
49.906-24.054,49.906,24.054,4,Apr-5,Under treatment
48.747-24.237,48.747,24.237,3,Apr-5,Under treatment
48.320-24.328,48.320,24.328,1,Apr-5,Under treatment
48.442-24.419,48.442,24.419,3,Apr-5,Under treatment
48.381-24.419,48.381,24.419,2,Apr-5,Under treatment
48.320-24.419,48.320,24.419,8,Apr-5,Under treatment
49.235-24.602,49.235,24.602,1,Apr-5,Under treatment
49.174-24.602,49.174,24.602,13,Apr-5,Under treatment
48.747-24.602,48.747,24.602,3,Apr-5,Under treatment
48.686-24.602,48.686,24.602,13,Apr-5,Under treatment
48.564-24.602,48.564,24.602,1,Apr-5,Under treatment
48.869-24.784,48.869,24.784,10,Apr-5,Under treatment
50.272-24.875,50.272,24.875,1,Apr-5,Under treatment
49.296-24.875,49.296,24.875,2,Apr-5,Under treatment
48.930-24.875,48.930,24.875,2,Apr-5,Under treatment
48.869-24.875,48.869,24.875,2,Apr-5,Under treatment
49.662-24.967,49.662,24.967,1,Apr-5,Under treatment
49.601-24.967,49.601,24.967,1,Apr-5,Under treatment
49.296-24.967,49.296,24.967,6,Apr-5,Under treatment
48.564-24.967,48.564,24.967,5,Apr-5,Under treatment
49.662-25.058,49.662,25.058,6,Apr-5,Under treatment
49.601-25.058,49.601,25.058,7,Apr-5,Under treatment
48.808-25.058,48.808,25.058,1,Apr-5,Under treatment
49.540-25.240,49.540,25.240,1,Apr-5,Under treatment
49.723-25.331,49.723,25.331,2,Apr-5,Under treatment
49.540-25.331,49.540,25.331,2,Apr-5,Under treatment
49.357-25.331,49.357,25.331,1,Apr-5,Under treatment
49.723-25.423,49.723,25.423,1,Apr-5,Under treatment
49.540-25.514,49.540,25.514,1,Apr-5,Under treatment
49.418-25.514,49.418,25.514,3,Apr-5,Under treatment
49.357-25.514,49.357,25.514,4,Apr-5,Under treatment
49.174-25.514,49.174,25.514,1,Apr-5,Under treatment
49.662-25.605,49.662,25.605,5,Apr-5,Under treatment
49.540-25.605,49.540,25.605,2,Apr-5,Under treatment
49.479-25.605,49.479,25.605,1,Apr-5,Under treatment
48.320-25.605,48.320,25.605,2,Apr-5,Under treatment
48.259-25.605,48.259,25.605,8,Apr-5,Under treatment
49.662-25.696,49.662,25.696,10,Apr-5,Under treatment
49.357-25.696,49.357,25.696,1,Apr-5,Under treatment
48.381-25.696,48.381,25.696,1,Apr-5,Under treatment
48.320-25.696,48.320,25.696,2,Apr-5,Under treatment
48.259-25.696,48.259,25.696,6,Apr-5,Under treatment
49.662-25.787,49.662,25.787,2,Apr-5,Under treatment
49.174-25.787,49.174,25.787,2,Apr-5,Under treatment
